Year,Month,Day,Hour,Minute,Second,N_Lat,E_Long,Depth,Mag
1972,12,2,10,36,4.4,6.05,127.03,33,5
1972,12,2,11,26,55.5,5.71,127.23,68,5.6
1972,12,2,18,15,52.3,6.02,127.04,77,5.1
1972,12,2,21,0,30.8,5.88,127.23,64,5
1972,12,2,23,38,44.3,3.69,128.56,99,5.2
1972,12,3,1,1,46.9,5.72,126.92,62,5.1
1972,12,3,1,26,57.8,5.57,127.47,60,5
1972,12,3,3,4,33.1,5.97,127.22,65,5
1972,12,3,7,45,2.6,6.54,126.78,82,5.3
1972,12,3,9,25,20.6,6.2,127.2,68,5
1972,12,3,19,25,32.4,5.79,127.27,58,5.3
1972,12,3,20,35,46.3,5.47,127.41,66,5.2
1972,12,5,6,3,7.3,5.77,126.95,77,5.1
1972,12,5,15,17,45.7,6.01,127.7,44,5.2
1972,12,6,10,23,59.1,6.1,126.97,80,5.2
1972,12,7,14,0,49.2,6.03,127.48,56,5.4
1972,12,7,14,50,15,3.75,128.49,53,5.4
1972,12,8,8,12,55.9,6.12,127.34,74,5.1
1972,12,8,9,15,36.6,5.88,127.17,90,5
1972,12,8,10,18,12.8,5.69,127.36,64,5
1972,12,8,13,12,57,6.11,127.15,66,5
1972,12,8,16,55,40.4,7.24,127.12,57,5.4
1972,12,8,19,38,56.7,6.12,127.04,73,5.1
1972,12,8,20,17,12.9,5.67,127.29,63,5.4
1972,12,8,20,43,16,5.69,127.37,65,5.3
1972,12,9,0,7,45.8,5.65,127.45,68,5.1
1972,12,9,4,56,44.8,7.33,127.06,71,5
1972,12,9,6,3,41.3,7.34,126.78,92,5
1972,12,9,7,27,49,7.18,126.85,93,5.1
1972,12,9,12,55,47.5,7.41,126.92,66,5.2
1972,12,9,13,25,33.9,6.19,127.32,44,5.3
1972,12,11,2,28,2.6,6.05,126.64,96,5.2
1972,12,11,2,37,4.9,4.75,125.66,33,5.5
1972,12,12,4,54,38.4,6.26,127.01,53,5
1972,12,12,17,46,47.8,6.47,126.49,3,5.3
1972,12,12,18,0,41.8,6.67,126.53,41,5.4
1972,12,13,22,51,47.3,9.66,122.54,143,5.2
1972,12,16,23,48,25.7,5.52,126.52,64,5
1972,12,17,0,12,10.5,6.11,127.4,56,5.4
1972,12,17,3,15,24,5.68,126.57,33,5.1
1972,12,18,10,3,3.2,6.56,126.46,33,5.1
1972,12,16,15,22,22.2,6.11,126.62,14,5.8
1972,12,19,15,22,30,6.14,126.98,66,5.2
1972,12,20,22,42,50.8,8.56,126.82,47,5.3
1972,12,21,9,52,36.8,9.2,123.95,565,5.2
1972,12,28,5,54,10.6,5.58,127.13,70,5.8
1973,1,7,22,17,2.6,5.68,127.3,79,5.1
1973,1,9,6,14,25.3,6.98,126.15,51,5.3
1973,1,18,10,18,17.3,6.43,127.09,60,5
1973,1,19,8,5,9.6,5.94,126.84,63,5.2
1973,1,28,23,5,12.3,2.38,126.68,59,5.2
1973,2,5,11,20,10.6,11.4,126.69,19,5
1973,2,7,9,51,17.6,6.45,126.8,207,5.3
1973,2,11,11,17,58.3,6.66,126.84,71,5.1
1973,2,13,13,59,46.8,4.55,125.7,173,5.5
1973,2,26,9,56,22.2,4.06,126.49,82,5
1973,2,26,10,53,27.6,5.7,127.04,74,5.2
1973,2,27,9,8,57.8,6.17,127.06,68,5
1973,2,28,8,7,34.7,9.55,126.13,81,5.3
1973,3,3,0,44,36.4,3.59,126.3,112,5.1
1973,3,5,23,20,26,6.15,126.85,84,5.3
1973,3,6,3,58,40.2,18.11,120.71,98,5.1
1973,3,7,3,9,11.5,5.5,126.63,81,5.2
1973,3,9,10,6,37.7,6.27,127.34,55,6
1973,3,12,12,39,2,4.16,126.49,37,5.5
1973,3,15,17,58,39.4,13.94,120.36,113,5.2
1973,3,16,0,51,47,2.09,126.64,18,6
1973,3,16,1,0,48,2.17,126.5,33,5.4
1973,3,16,1,9,7.4,2.04,126.39,33,5.2
1973,3,16,2,12,23.3,2.01,126.55,47,5.5
1973,3,18,11,6,14.7,2.03,126.59,33,6
1973,3,18,11,23,43.8,2.15,126.79,32,5.2
1973,3,22,22,39,15.5,5.95,126.32,102,5.1
1973,3,23,21,39,47.6,4.19,126.83,35,5.6
1973,3,28,14,39,21.9,11.96,122.48,46,5.1
1973,3,31,0,36,13.6,5.82,124.04,554,5
1973,4,5,4,32,9.1,11.94,122.5,6,5.4
1973,4,5,4,32,13.2,11.96,122.66,30,5.3
1973,4,11,4,25,40.6,11.82,122.31,21,5
1973,4,13,4,3,56.9,5.47,126.37,30,5.3
1973,4,14,16,17,42.1,6.64,124.09,23,5.4
1973,4,14,16,17,46.9,6.64,124.03,57,5.4
1973,4,17,14,21,57.9,5.83,127.1,69,5.1
1973,4,24,3,52,33.6,7.09,126.9,33,5
1973,4,28,20,39,43.9,6.39,117.7,33,5.4
1973,5,4,11,27,13.3,2.28,126.76,33,5.9
1973,5,12,6,35,54.1,11.99,122.5,33,5.1
1973,5,12,6,35,57.5,12.2,122.8,33,5.1
1973,5,13,12,55,42.6,13.64,120.75,1,5.3
1973,5,13,12,55,48.6,13.73,120.89,40,5.2
1973,5,24,1,52,47.3,20.3,121.29,33,5
1973,6,11,10,14,29.9,11.64,125.8,20,5.3
1973,6,25,7,19,46.3,19.11,121.15,50,5.7
1973,6,25,20,46,46.3,6.93,126.78,73,5.2
1973,6,2,16,9,13.1,6.59,120.62,94,5.1
1973,7,3,6,37,46.4,12.27,125.43,44,5.5
1973,7,3,7,3,4.9,12.21,125.33,33,6.5
1973,7,3,7,49,22.3,12.28,125.4,51,5.4
1973,7,3,7,57,24,12.15,125.39,56,5.3
1973,7,3,8,20,34.7,12.18,125.55,40,5.2
1973,7,3,9,3,30.7,12.27,125.28,33,5.2
1973,7,3,11,33,38.4,12.15,125.51,33,5.4
1973,7,3,20,28,8.3,12.18,125.2,60,5
1973,7,5,22,46,16.3,13.23,124.7,38,5.6
1973,7,8,0,2,46.4,12.29,125.63,47,5.3
1973,7,9,7,47,51.1,5.97,126.5,90,5.1
1973,7,12,19,10,23.5,12.23,125.46,33,5.2
1973,7,14,5,19,57.8,5.15,125.83,112,5
1973,7,18,3,53,41.2,14.93,119.86,56,5.1
1973,7,18,22,17,19.3,3.45,125.22,154,5.4
1973,7,21,11,46,34.9,20.04,121.4,72,5
1973,7,22,15,27,1.5,6.32,124.02,33,5.1
1973,7,23,14,34,5,21.83,121.29,30,5.6
1973,7,25,18,28,32.1,7.14,126.79,73,5.1
1973,7,25,19,58,55.8,12.24,125.78,33,5.3
1973,7,25,21,8,28,11.99,125.89,33,5.2
1973,8,17,18,48,16.8,11.58,121.49,48,5.4
1973,8,18,8,25,44.1,11.51,121.39,14,5.9
1973,8,19,1,45,18.9,11.36,121.18,22,5.2
1973,8,21,1,45,45.7,2.94,126.62,62,5.2
1973,8,23,17,25,37.7,16.44,121.98,67,5.1
1973,8,23,18,38,11.1,12.26,125.44,3,5.2
1973,8,25,21,50,1.4,19.49,121.6,44,5.1
1973,9,2,0,29,26.2,7.41,123.74,6,5.3
1973,9,13,6,19,45.8,9.16,126.16,68,5.8
1973,9,20,20,43,39.8,9.05,123.79,560,6
1973,9,21,13,48,32.2,18.58,120.66,28,5.2
1973,9,22,1,41,3.6,6.32,124.6,528,5.1
1973,9,22,5,1,44.2,9.96,126.31,36,5.3
1973,9,22,5,42,27.6,9.83,126.16,54,5.1
1973,9,22,12,38,52.3,3.55,127.1,33,5.2
1973,9,23,0,32,17.3,11.63,125.09,99,5.1
1973,9,23,12,25,52,10.35,125.29,39,5.7
1973,9,23,16,40,34.8,9.94,126.35,46,5.2
1973,9,24,10,41,10.5,9.82,126.56,45,5
1973,9,24,10,41,10.5,9.82,126.56,45,5
1973,9,25,22,26,31.6,7.52,126.83,94,5.2
1973,9,26,9,46,48.8,10.22,125.27,33,5.4
1973,9,27,8,36,3.9,2.61,126.72,33,5
1973,9,30,10,9,28.5,9.92,126.12,77,5.2
1973,10,1,13,41,57.5,5.41,125.75,134,5.1
1973,10,2,21,18,18.6,9.87,126.15,71,5.8
1973,10,3,5,27,45.1,5.79,125.71,132,5
1973,10,6,16,34,33.3,9.73,125.62,82,5.5
1973,10,7,12,20,37.2,16.33,122.34,33,5
1973,10,9,1,44,57.5,16.29,122.35,33,5.2
1973,10,9,20,29,24,12.79,126.01,56,5
1973,10,25,4,56,4.3,3.82,125.56,147,5.3
1973,10,25,6,41,11.3,13.79,120.24,63,5.6
1973,10,26,14,47,5,11.69,126.13,78,5
1973,10,28,14,52,4.1,9.12,123.93,554,5.1
1973,11,3,18,49,15.2,3.79,124.37,272,5
1973,11,8,17,22,58.7,3.99,125.69,149,5.1
1973,11,15,23,19,13.6,8.95,126.23,83,5
1973,11,21,12,5,46.3,13.45,121.02,39,5.1
1973,12,8,4,47,59.5,5.14,127.59,121,5
1973,12,8,12,49,43.6,3.63,127.12,38,5.3
1973,12,11,8,13,12.6,3.44,122.46,560,5.4
1973,12,30,10,23,24.2,10.02,126.61,42,5.2
1974,1,7,3,55,38,19.1,121.4,33,5.5
1974,1,7,3,55,39.1,19.1,121,39,5
1974,1,7,3,55,41.7,18.9,121.1,58,5
1974,1,17,2,44,3,16.7,120.2,33,5.5
1974,1,17,2,44,8.9,16.7,119.9,73,5.2
1974,1,18,1,12,56.2,8.2,122.2,33,5.4
1974,1,18,1,12,58.9,8.2,122.3,54,5.1
1974,1,22,10,0,9.3,8.4,126.5,33,5.8
1974,2,3,10,8,47.4,18.9,120.1,21,5.8
1974,2,4,8,8,48.6,8.9,126.3,53,5.3
1974,2,4,9,2,3.8,6.2,125.1,25,5.1
1974,2,7,16,22,30.8,4.3,127.6,42,5.2
1974,2,7,16,22,37.6,4.3,127.7,103,5
1974,2,9,8,28,12,16.2,120.1,33,5.5
1974,2,9,8,28,15.3,15.9,119.9,65,5.2
1974,2,9,8,28,18.3,16,119.9,87,5
1974,2,11,0,11,9.6,9.3,126.8,33,5.1
1974,2,11,0,11,4.8,9.4,127,33,5.2
1974,2,12,9,47,46.7,13.6,120.4,88,5.4
1974,2,19,3,30,21.8,14,122.2,17,5.7
1974,2,21,18,48,8.9,11.8,125.5,33,5.2
1974,2,27,0,21,57.7,2.6,125.4,33,5.2
1974,3,13,0,15,32.1,2.5,125.3,10,5
1974,3,13,0,15,37.4,2.7,125.4,51,5.2
1974,3,13,2,50,17,11.3,126.7,54,5
1974,3,13,2,50,17,11.3,126.7,54,5
1974,3,13,16,40,50.5,2.4,128.6,33,5.1
1974,3,15,21,44,25.5,10.1,122.23,33,5
1974,3,22,1,58,30.2,17.08,119.97,54,5.1
1974,4,3,22,40,25.3,2.63,125.29,26,5.1
1974,4,4,12,41,29,2.02,121.55,34,5.3
1974,4,7,23,34,35.4,2.16,126.88,33,5
1974,4,15,3,43,52.4,18.91,120.83,45,5.3
1974,4,15,12,0,34.4,2.75,125.43,36,5.1
1974,4,16,11,22,52.9,13.83,120.65,123,5.4
1974,4,18,9,38,56.6,2.96,128.62,33,5
1974,4,20,4,26,51.5,13.75,125.07,33,5.1
1974,4,24,20,14,17.3,2.56,128.86,217,5
1974,5,4,23,44,14.4,5.72,127.67,57,5
1974,5,6,10,25,22.8,2.57,125.48,39,5
1974,5,8,22,22,48.8,2.43,126.03,87,5.2
1974,5,11,3,13,44.3,4.08,127.76,33,5.4
1974,5,12,11,56,55.1,2.82,126.69,33,5.2
1974,5,12,12,0,50,2.76,126.99,33,5.2
1974,5,12,19,59,14.7,2.83,126.81,33,5.1
1974,5,12,20,3,41.3,2.91,126.62,33,5
1974,5,12,20,17,23.6,2.77,126.44,33,5.2
1974,5,13,2,1,29.7,10.07,124.22,592,5.3
1974,5,13,20,2,29.9,2.71,126.54,33,5.4
1974,5,14,13,7,15.9,2.9,126.67,42,5.2
1974,5,21,0,33,5.3,8.16,122.98,77,5
1974,5,27,10,37,5.8,8.53,123.16,35,5.2
1974,6,2,15,59,51.4,2.68,125.28,33,5.4
1974,6,20,22,40,6.7,18.29,121.07,33,5
1974,6,25,0,22,7.5,10.97,126.12,33,5.2
1974,7,28,21,49,21.6,2.74,125.67,100,5.6
1974,8,7,18,49,54.9,3.7,125.61,158,5.4
1974,8,13,7,18,3.2,2.65,126.19,33,5.2
1974,8,15,2,0,47.1,4.09,128.82,58,5
1974,8,16,19,43,46.1,6.17,126.95,97,5.4
1974,9,3,5,55,6.4,18.34,119.17,11,5.9
1974,9,3,5,59,41,18.21,119.13,33,5.6
1974,9,18,22,18,25.2,7.83,126.89,33,5
1974,9,22,19,4,45.9,5.36,126.54,51,5.4
1974,10,15,8,6,20.2,9.86,126.33,33,5
1974,10,22,22,45,42.1,13.48,120.57,41,5.2
1974,10,30,21,45,15.2,3.48,122.22,623,5.2
1974,11,3,16,29,8.8,15.02,122.67,33,5.1
1974,11,12,0,46,21,5.9,124,33,5
1974,11,12,22,13,25.8,2.32,121.13,54,5.8
1974,11,16,10,37,8,2.43,127.71,36,5.6
1974,11,18,18,3,3.3,20.57,121.19,36,5.5
1974,11,19,3,55,18.9,18.97,121.31,44,5.7
1974,11,29,22,43,33,4.1,124.3,33,5.4
1974,12,1,13,9,40.1,5.99,123.83,521,5.1
1974,12,2,6,34,7.7,19.08,121.16,53,5.5
1974,12,8,22,25,5.5,10.75,125.99,68,5
1974,12,13,7,30,2.3,4.99,127.37,98,5.4
1974,12,13,7,43,18.7,5.13,127.21,92,5.2
1974,12,14,20,7,10,2.62,128.41,218,5.5
1974,12,25,23,57,23,3.65,124.34,356,5
1974,12,26,21,36,27.2,12.93,125.17,33,5.1
1975,1,2,22,40,11,12.7,125.5,33,5.7
1975,1,2,22,40,15.5,12.8,125.4,33,5.1
1975,1,9,13,14,20,2.4,126.8,33,5.5
1975,1,9,13,14,23.4,2.2,126.8,68,5
1975,1,23,3,57,2,2.2,127.1,33,5.5
1975,1,23,3,57,11.1,2.3,127.15,115,5.2
1975,1,23,3,57,14,2.2,127.1,141,5
1975,1,24,1,18,30,2.4,126.1,83,5.2
1975,1,29,15,30,32.2,5.4,126.3,62,5.2
1975,1,29,15,30,33,9.4,126.4,68,5.2
1975,2,1,15,19,50.5,13,120.2,33,5
1975,2,1,15,19,51.7,13.2,120.4,47,5
1975,2,5,18,25,1.7,5.9,126,73,5
1975,2,5,18,25,1,6,126.3,62,5.1
1975,2,15,8,20,40.8,11,125.8,65,5.1
1975,2,15,8,20,4.5,11,125.9,61,5.2
1975,2,18,15,10,40.7,5.6,127,60,5.1
1975,2,18,15,10,42,5.5,126.7,72,5
1975,2,22,5,36,7,10.1,126.4,47,5.1
1975,2,22,5,36,9,10,126.2,55,5
1975,2,23,2,57,44,8,121,33,6.3
1975,2,23,2,58,41,8,124,623,5.6
1975,3,4,14,35,14.9,2.4,128.3,33,5
1975,3,10,12,12,44,4.9,127.5,90,5
1975,3,10,21,0,2.8,9.6,124,53,5.2
1975,3,10,21,0,2.4,9.5,124,46,5.3
1975,3,15,0,48,46.5,9.2,127.2,33,5.3
1975,3,15,0,48,43,9.2,127.2,9,5.2
1975,3,16,7,26,36,3.1,126.7,76,5
1975,3,20,2,37,51,4.3,126.5,55,5.6
1975,3,20,2,37,53.6,4.1,126.4,86,5.2
1975,3,20,2,37,53.9,4.1,126.5,89,5.2
1975,3,26,23,19,28.7,3.5,121.9,33,5.3
1975,3,26,23,19,30,3.6,121.9,33,5.9
1975,3,26,23,19,28,3.6,121.9,24,5.3
1975,4,2,10,35,26.4,19.1,121.2,43,5
1975,4,2,10,35,28,19.1,121.2,52,5.1
1975,4,3,6,26,38,16.9,120.5,33,5.5
1975,4,3,6,26,44.3,16.9,120.3,86,5.2
1975,4,3,6,26,44.7,17.1,120.3,83,5.1
1975,4,7,15,21,27,4.7,124.7,33,5.5
1975,4,9,15,3,18,11.5,125.6,33,5.7
1975,4,9,15,3,20.5,11.7,125.5,48,5.4
1975,4,9,15,3,22,11.7,125.5,59,5.4
1975,4,13,1,34,36.2,5.7,125.3,225,5.7
1975,4,13,1,34,37.4,5.6,125.3,235,5.5
1975,4,14,3,52,14.2,9.8,125.3,38,5
1975,4,14,3,52,15.3,9.8,125.5,44,5
1975,4,16,18,45,2.3,11.8,125.7,37,5.2
1975,4,16,18,45,5.2,11.6,125.5,59,5.2
1975,4,18,10,5,33.6,4.4,125.2,179,5.5
1975,4,18,10,5,35.3,4.5,125.3,195,5.1
1975,4,21,23,3,30.3,6.1,126.7,108,5
1975,4,21,23,3,31,8,124,33,5.1
1975,4,21,23,3,29,6.2,126.7,96,5
1975,4,23,8,27,47,6.5,123.6,595,5.1
1975,4,23,8,27,47.4,6.4,123.7,597,5.1
1975,4,23,8,29,59,6.4,123.6,622,5.1
1975,4,28,11,39,28,9.1,126.1,52,5
1975,4,28,12,25,14.6,9.5,126.8,33,5
1975,4,28,14,27,57.7,9.3,126.6,33,5.1
1975,4,28,14,27,59.2,9.4,126.6,44,5.2
1975,4,28,17,44,34.2,9.5,126.6,61,5.1
1975,4,29,8,41,51,13.7,120.8,33,5.6
1975,4,29,8,41,53.7,13.6,120,53,5.2
1975,4,29,8,41,53.7,13.6,120,53,5.2
1975,4,29,8,41,54.1,13.6,120.8,555,5.2
1975,4,29,8,49,16,12.6,121.6,33,5.7
1975,4,29,8,49,25.8,13.7,120.8,50,5
1975,4,30,11,32,6.8,9.2,126.3,77,5.1
1975,5,1,12,37,1.6,13.6,120.8,54,5
1975,5,1,21,9,40.5,13.6,120.7,48,5.1
1975,5,2,21,9,40.1,13.6,120.7,34,5
1975,5,2,23,55,42,9.2,125.4,33,5
1975,5,3,5,38,6,5,127.5,33,5.6
1975,5,3,5,38,19.3,5.1,127.5,155,5
1975,5,3,19,50,18.3,2.5,128.3,65,5.1
1975,5,5,21,55,5,13,120,12,5
1975,5,5,21,55,10,13,120.3,49,5
1975,5,20,15,40,6.8,9.8,126.4,33,5.4
1975,5,20,15,40,10.8,9.7,126.2,68,5.2
1975,5,23,23,16,12.1,13.6,120.8,41,5
1975,5,25,7,43,12.9,4.8,126,100,5
1975,5,31,7,42,59,8.2,123,33,5.5
1975,5,31,7,43,4,8.2,122.9,74,5.3
1975,6,1,1,39,46.6,18.7,120.9,26,5
1975,6,3,5,21,7.1,10.2,126.5,36,5.4
1975,6,3,18,8,21.5,10.1,126.3,33,5.7
1975,6,3,18,8,23.2,10.2,126.4,41,5.7
1975,6,3,19,10,23,10.3,126.4,44,5.3
1975,6,5,13,27,50,10.5,126.5,32,5
1975,6,9,3,11,6.8,2.1,127.5,33,5.1
1975,6,9,3,11,8.5,2.15,127.5,45,5.3
1975,6,13,6,8,35.4,12.3,125.3,36,5.6
1975,6,13,6,8,37.2,12.2,125.3,49,5.7
1975,6,14,6,40,58.9,2.2,126.8,26,5.1
1975,6,14,18,27,44,6.5,126.77,62,5.1
1975,6,18,4,11,2.3,13.9,120.6,134,5.4
1975,7,8,18,7,39.6,13.5,120.3,64,5
1975,7,10,18,29,16,6.5,126.6,86,6.2
1975,7,13,9,31,38.7,6.2,127.1,37,5
1975,7,13,12,54,38.8,6.2,127.1,63,5
1975,7,25,20,11,12,8.4,126.3,122,5.1
1975,8,2,20,20,9.1,11.2,125.6,33,5.1
1975,8,9,7,35,13,10,126,33,5.5
1975,8,9,7,35,16.7,9.5,126.2,49,5.3
1975,8,9,7,35,18,9.5,126.3,62,5.4
1975,8,10,17,28,42.9,5.9,127.1,111,5.6
1975,8,16,6,27,5,2.7,122.9,443,5
1975,8,23,15,6,39,10,125.7,40,6
1975,8,23,15,6,42.4,10,125.8,68,5.8
1975,9,7,14,40,47,12.2,125,74,5
1975,9,14,7,8,50,2.4,126.5,33,5.6
1975,9,14,7,8,52.7,2.2,126.5,45,5.1
1975,9,29,15,5,35,3.9,127.1,33,5.8
1975,9,29,15,5,38.3,3.6,126.8,67,5.4
1975,10,21,22,22,54.7,12.28,121.17,33,5.2
1975,10,22,15,9,51.5,12.12,122.2,33,5.3
1975,10,30,12,13,53,12.49,125.83,33,5.4
1975,10,31,8,27,54.7,12.64,126.26,33,6
1975,11,1,6,23,7.9,11.7,128.9,33,5.1
1975,11,6,11,36,10.8,12.82,126.5,11,5.3
1975,11,8,20,53,19.7,6.27,127.65,33,5.2
1975,11,9,23,34,43.4,14.37,125.73,33,5.7
1975,11,13,4,45,4.3,3.13,125.47,33,5
1975,11,13,15,3,25.3,7.03,131.84,33,5
1975,11,15,18,56,17.2,2.08,126.66,33,5.2
1975,11,22,2,34,14,8.13,125.81,69,5.5
1975,11,29,2,17,52.1,12.19,126.37,33,5.3
1975,12,1,18,34,24.4,3.99,123.73,240,5.1
1975,12,9,1,23,28.7,6.1,123.6,600,6.2
1975,12,9,8,50,4.5,10.08,127.13,33,5.1
1975,12,15,11,19,51,2.69,128.16,33,5.2
1975,12,16,13,56,52,2.84,125.24,33,5
1976,1,17,0,28,19.5,4.86,122.86,33,5
1976,2,3,5,23,37.2,4.19,121.01,372,5.3
1976,2,13,8,7,30.3,15.69,121.8,66,5.1
1976,2,13,10,33,43.5,14,120.13,33,5
1976,2,15,1,54,17.6,13.65,126.12,18,5.6
1976,2,15,2,30,12.3,13.65,126.64,33,5.4
1976,2,18,17,1,54,19.2,120,33,5
1976,2,23,15,32,31,6.68,122.62,600,5.1
1976,2,26,18,7,56.4,13.33,125.98,116,5.1
1976,3,12,4,35,1.3,11.84,127.22,182,5
1976,3,25,8,41,28,8.38,125.42,33,5.2
1976,4,9,10,23,13.5,19.73,122.85,33,5
1976,4,14,1,22,27.2,19.71,122.68,33,5.2
1976,4,19,19,6,25.5,5.55,123.51,33,5.5
1976,5,4,9,23,23.2,13.38,120.21,33,5.4
1976,5,11,13,24,30.8,14.3,125.09,33,5.1
1976,5,21,4,10,42.6,2.18,126.87,33,5
1976,5,22,10,17,7.8,13.56,129.16,33,5.2
1976,8,16,16,11,3.9,6.08,123.92,33,7.9
1976,8,16,17,36,25.5,6.74,123.02,33,5
1976,8,16,22,49,33,7.27,124.13,33,5.1
1976,8,17,7,53,16.8,6.25,123.61,33,5.1
1976,8,17,18,9,40.3,5.33,124.41,33,5.2
1976,8,19,19,4,1.9,14.84,124,33,5.4
1976,8,23,3,43,0,6.5,124.1,50,5
1976,8,25,12,29,56.6,13.1,124.48,50,5.3
1976,9,8,2,13,41.2,3.89,124.48,33,5
1976,9,25,3,29,39.6,4.5,122.8,33,5
1976,9,29,10,35,8.5,8.08,128.77,33,5.1
1976,9,29,21,4,34,6.93,124.06,50,5.2
1976,11,8,10,48,44.3,9.51,126.14,33,5.1
1976,11,10,17,28,22.1,8.36,126.58,10,5.3
1976,12,10,23,5,12.7,14.31,125.8,33,5.4
1977,1,1,12,19,8.9,6.86,121.65,30,5.2
1977,1,10,8,18,49.8,8.15,126.83,96,5.1
1977,1,15,10,49,4.1,13.06,125.7,33,5.2
1977,1,15,10,55,36.1,13.53,126.36,12,5.4
1977,1,19,13,54,6.1,5.05,126.8,119,5.5
1977,2,28,1,50,30.6,9.67,127.07,182,5.2
1977,3,2,9,53,7.5,5.77,123.22,33,5.8
1977,3,11,6,58,1.7,19.38,122.38,33,5.2
1977,3,18,21,43,54.2,16.7,122.31,118,7.2
1977,3,18,23,57,40,16.8,122.5,50,5.2
1977,3,19,19,35,9.2,17.02,122.84,129,5.8
1977,4,10,4,21,50.9,12.35,126.4,103,5
1977,4,13,12,45,44.9,3.95,126.9,137,5
1977,4,21,12,48,48.8,8.4,128.55,33,5
1977,5,2,21,53,55.1,7.17,123.27,33,5.1
1977,5,3,20,36,42.5,2.15,128.67,181,5.3
1977,5,12,14,0,56.9,15.94,120.95,33,5.1
1977,5,21,5,35,18.3,16.26,122.59,132,5.1
1977,6,13,11,47,37,13.65,124.86,33,5.5
1977,6,19,7,31,56.6,2.97,125.72,392,5.6
1977,6,19,7,22,10.4,4.03,125.15,336,5.4
1977,6,30,10,11,42.6,19.43,119.9,278,5
1977,7,3,14,39,59,5.13,126.03,33,5.4
1977,7,21,13,45,50.8,17.05,122.52,14,6.9
1977,7,22,5,12,40.7,19.29,118.96,33,5.2
1977,7,27,17,25,5.9,17.81,122.33,33,5.1
1977,7,29,22,23,42.6,18.3,120.61,33,5
1977,8,1,1,18,27.5,12.93,127,33,5.1
1977,8,29,14,23,30.7,18.43,119.98,33,5.3
1977,9,3,0,51,5.8,16.54,128.08,33,5.3
1977,9,6,5,0,46.5,3.4,129,33,5.1
1977,10,4,15,43,25,16.84,117.37,33,5.1
1977,10,8,21,6,48.7,13.44,124.57,33,5.1
1977,10,20,13,16,18.6,3.62,129.5,33,5.1
1977,11,13,21,12,42.6,19.44,121.33,33,5
1977,11,16,7,11,54.1,8,127.95,33,5.1
1977,11,21,11,39,41.2,7.03,120.53,33,5.6
1977,11,27,2,19,49.7,11.88,125.92,33,5.7
1977,12,14,8,49,22,10,125.3,50,5.8
1977,12,28,4,26,28.2,4.02,121.13,33,5.1
1977,12,29,11,55,23.4,8.46,127.15,33,5.1
1977,12,31,13,11,24.5,8.58,126.8,33,5
1978,1,6,4,41,18.5,18.94,121.66,33,5.4
1978,1,30,13,14,56.2,6.59,126.86,144,5.3
1978,2,3,14,33,33.9,4.67,121.81,33,5.3
1978,2,7,7,18,30.5,4.74,118.4,33,5.5
1978,3,14,1,56,45,5.47,127.82,33,5.2
1978,3,23,0,36,10.4,19.86,127.61,33,5.5
1978,3,27,18,33,36.8,7.03,120.46,222,5.1
1978,4,13,5,18,37.7,3.29,127.55,167,5.3
1978,4,15,0,18,20,5.69,132.92,26,5.4
1978,4,25,4,24,50.5,4.64,124.24,33,5.3
1978,5,3,2,29,50.2,3.25,127.53,103,5.3
1978,5,21,7,24,14.1,6.88,121.14,371,5.4
1978,5,25,22,20,41.8,3.3,133,33,5.2
1978,6,4,9,50,24.9,19.55,121.06,33,5.3
1978,6,11,10,21,59.4,4.36,126.94,112,5
1978,6,14,12,32,32.4,8.27,122.14,33,5.5
1978,6,14,12,49,18.5,7.56,116.38,33,5.7
1978,6,16,7,56,58,7.69,126.72,196,5.3
1978,6,28,4,51,34.3,13.62,119.94,8,5.1
1978,8,1,15,27,50.1,2.72,126.4,223,5.5
1978,8,4,8,55,1.1,19.65,120.73,33,5.1
1978,8,13,10,12,36.8,3.88,127.55,105,5
1978,8,21,5,41,45.8,5.52,126.19,105,5
1978,8,23,19,34,5.7,4.65,127.49,5,5
1978,8,29,17,53,56.9,6.81,132.09,33,5
1978,8,31,10,7,19.8,4.55,129.84,33,5.5
1978,9,8,12,28,23.2,2.9,127.28,54,5.3
1978,10,26,9,14,39.6,8.24,126.81,33,5
1978,12,12,11,44,17.4,7.43,123.33,96,5.7
1978,12,20,15,51,58.7,3.63,127.19,144,5.2
1978,12,21,14,7,56,21.42,125.11,118,5
1979,2,7,21,2,7.4,5.26,127.37,196,5.5
1979,2,11,17,30,12.1,5.16,124.74,97,5.1
1979,2,11,22,22,19.8,5.76,125.05,100,5.8
1979,2,19,0,35,43.3,5.4,124.72,50,5.2
1979,2,23,22,36,29.1,13.09,124.7,33,5.1
1979,5,12,0,56,54.3,12.09,126,164,5.1
1979,6,24,6,40,37.1,3.15,121.95,377,5.5
1979,6,26,14,21,14.7,4.95,130.1,100,5.3
1979,7,20,22,52,21.9,12.9,123.7,199,5.7
1979,7,22,5,31,15.9,13.94,125.96,33,5.4
1979,7,22,13,15,51.3,2.17,126.77,3,5.2
1979,8,19,16,0,11.9,3.05,128,156,5.1
1979,8,26,14,31,24.2,19.08,121.85,33,5.9
1979,8,31,20,34,51.6,2.75,128.69,50,5.2
1979,9,11,11,52,43.4,8.09,125.29,33,5.4
1979,9,16,17,56,25.5,5.88,126.23,33,5
1979,10,5,1,2,55.6,9.89,126.38,50,5.1
1979,10,5,2,12,56.1,9.86,126.49,104,5.2
